Full_Name,Email,Age,Region,Salary,City
aLiCE BROWn,alice.brown_9989@example.com,23,West,106390,Toronto
chriS GARcIA,chris.garcia_5244@example.com,30,,35379 USD,London
BoB WillIamS,bob.williams_3766@example.com,23,South,46372,London
MiKe MillER,mike.miller_6960@example.com,45,North,108114,Sydney
mIKE JOHNSOn,mike.johnson_1755@example.com,20,East,46996 USD,New York
janE brOwn,jane.brown_1171@example.com,58,,111391,London
ANNA JOnES,anna.jones_8926@example.com,55,,106715,Sydney
MIKE DAVIS,mike.davis_2199@example.com,26,East,71559,London
ALICE JOHNsOn,alice.johnson_9877@example.com,20,,70830,Mumbai
CHrIs brOWn,chris.brown_3525@example.com,43,North,86944,Sydney
EMilY BRown,emily.brown_1635@example.com,60,North,94956,Mumbai
jANe gArCIa,jane.garcia_2971@example.com,47,West,50475,London
BoB JonEs,bob.jones_1438@example.com,50,,"$65,245",New York
mIke smITH,mike.smith_4240@example.com,50,,74381,New York
emIly dAviS,emily.davis_7247@example.com,37,West,"$114,520",New York
AliCe GArcIA,alice.garcia_2012@example.com,46,,76440,Sydney
bOb smith,bob.smith_6161@example.com,55,North,113471,Toronto
bob GaRcIa,bob.garcia_6978@example.com,60,,83857,Sydney
mikE daVIs,mike.davis_2620@example.com,20,North,51149,Mumbai
JOhN SMITh,john.smith_2578@example.com,30,North,115888,London
BOB jonES,bob.jones_3930@example.com,21,North,"$114,728",Bangalore
ChRIs brown,chris.brown_1703@example.com,39,West,61308,Sydney
chriS SMIth,chris.smith_3690@example.com,41,North,"$83,253",Toronto
JOhN DAVIS,john.davis_2340@example.com,29,,97158,Tokyo
jAnE jOneS,jane.jones_5572@example.com,35 years,East,106429,Bangalore
bOB GarcIa,bob.garcia_1164@example.com,60,,49695,Sydney
jOhn WILLIamS,john.williams_7975@example.com,44,,97692,Toronto
Mike jones,mike.jones_2467@example.com,39,North,75461,Mumbai
BOb brOWN,bob.brown_8129@example.com,57,East,48695,London
emILy JONes,emily.jones_6692@example.com,33,West,67248 USD,Mumbai
joHN sMith,john.smith_1243@example.com,43,North,55871,New York
ChRiS bROwN,chris.brown_5280@example.com,38,West,110495,Berlin
miKe DaViS,mike.davis_3345@example.com,59,,100376,New York
janE smitH,jane.smith_2367@example.com,48,East,"$60,090",Tokyo
aNNa BroWn,anna.brown_7381@example.com,42,,81518,Tokyo
JaNe bRoWn,jane.brown_4697@example.com,28,West,63270,London
ALicE WiLLiAmS,alice.williams_4865@example.com,20,,79146,Berlin
MiKE daVIS,mike.davis_9631@example.com,35,East,33534,London
EMily JoNeS,emily.jones_1287@example.com,53,,95995,New York
alicE jOhnSOn,alice.johnson_6134@example.com,38,North,101606,New York
ChriS gArCIa,chris.garcia_8042@example.com,40,North,119981,Sydney
JaNE DaVIs,jane.davis_4190@example.com,20,East,92387,Sydney
JaNe wiLLiAmS,jane.williams_1173@example.com,27,South,92467,Sydney
MikE jONES,mike.jones_7644@example.com,36,,88641,Sydney
jaNE SMiTh,jane.smith_9209@example.com,52,North,82303,Toronto
EMiLY WIlliaMs,emily.williams_6579@example.com,44,East,88256,Berlin
jANE JOHNSon,jane.johnson_2156@example.com,36,North,101226,Mumbai
boB JOneS,bob.jones_4561@example.com,31,North,115902,Bangalore
aLIcE dAvis,alice.davis_8153@example.com,31,North,84248,Sydney
alIcE mILleR,alice.miller_4596@example.com,51 years,,69739,Toronto
eMILY BrOWn,emily.brown_5582@example.com,36,,"$45,722",Tokyo
ChRiS BROWN,chris.brown_6569@example.com,42,South,43826,Berlin
jane JoHnsOn,jane.johnson_2264@example.com,38,East,33355,London
jaNe BRowN,jane.brown_4437@example.com,52,East,34142,Mumbai
BoB jOnes,bob.jones_7045@example.com,57,,"$110,478",London
JOHN mILLer,john.miller_9816@example.com,44,,106557,Berlin
BoB mIlLER,bob.miller_8678@example.com,57,West,119272,Mumbai
aLiCE Jones,alice.jones_8474@example.com,54,West,32193,New York
ALiCe daVIs,alice.davis_9196@example.com,20,,57642,Tokyo
Emily dAvis,emily.davis_9150@example.com,53,East,112250 USD,Sydney
bOb wIlLIAms,bob.williams_3017@example.com,53,South,34332,Toronto
mIKE wIlLiAMs,mike.williams_1556@example.com,36,North,75149,Sydney
ChRiS MILlER,chris.miller_3636@example.com,20,West,107125,Berlin
ANNA daVIS,anna.davis_7030@example.com,57,,76079,Toronto
bOb DaVis,bob.davis_5906@example.com,57,,43514,Berlin
EmiLy jOnEs,emily.jones_3400@example.com,33 years,East,49892,New York
Mike GARCIa,mike.garcia_8237@example.com,56,East,64065,Tokyo
eMIlY dAvis,emily.davis_2130@example.com,46,East,101729 USD,London
johN wILlIAMs,john.williams_2189@example.com,48,West,83144,Berlin
MIKE johnson,mike.johnson_6047@example.com,29,,60781,Berlin
MIKe johnsoN,mike.johnson_5258@example.com,25,,"$109,131",Mumbai
jAnE broWN,jane.brown_6775@example.com,36,,72000,New York
JohN smith,john.smith_9744@example.com,60,West,50927,Tokyo
BOB jonEs,bob.jones_7816@example.com,19,North,67496,Mumbai
CHRIs GaRcIa,chris.garcia_3657@example.com,54,West,92072,New York
annA JohNSon,anna.johnson_7318@example.com,54,,72942,Berlin
chriS SMith,chris.smith_2416@example.com,25,South,43193,Berlin
alICE bRoWn,alice.brown_9991@example.com,50,East,95278,Bangalore
MiKE DaVis,mike.davis_4518@example.com,31,,60595,Sydney
chRis DaviS,chris.davis_4669@example.com,56,North,95719,Toronto
miKE MILler,mike.miller_9994@example.com,44,East,49027,Tokyo
Bob WiLLIaMs,bob.williams_8324@example.com,41,West,100312,Berlin
bOB wiLliamS,bob.williams_7236@example.com,30,,115264,Tokyo
AnnA GARcIA,anna.garcia_5433@example.com,20,North,72123,Bangalore
aNna dAvis,anna.davis_7965@example.com,56,North,65304,Bangalore
jOHN JoNeS,john.jones_5330@example.com,42,North,35668,Bangalore
JOhn GaRCIA,john.garcia_4197@example.com,51,,55793,London
BOB GaRCIA,bob.garcia_8681@example.com,33,,99119,Toronto
jane BROwN,jane.brown_1977@example.com,26,North,34758,Sydney
eMiLy DAViS,emily.davis_1519@example.com,43,North,76839,Toronto
jAne mIlLEr,jane.miller_5618@example.com,23,West,118549,Sydney
chRIs wIlliAMs,chris.williams_5367@example.com,40,,103813,Mumbai
mike jOHNSON,mike.johnson_8923@example.com,31,South,109257,Tokyo
jANe brOwN,jane.brown_7015@example.com,21,East,70575,Toronto
JoHN mILler,john.miller_1239@example.com,23,West,"$71,281",Toronto
aLICe smIth,alice.smith_3015@example.com,49,West,106113,Bangalore
miKe wILLiAmS,mike.williams_4881@example.com,26,East,32461,Sydney
mIKe MIlLEr,mike.miller_6883@example.com,38,,92993,Bangalore
Bob JOhnSon,bob.johnson_5245@example.com,33,,61623,London
jANe gArCiA,jane.garcia_5455@example.com,51 years,South,66249,Tokyo
johN JOhnson,john.johnson_5399@example.com,35,West,36960,Berlin
MIKe WiLLiAmS,mike.williams_2291@example.com,28,,94198,Sydney
cHRIs sMitH,chris.smith_5355@example.com,28,,114584,Berlin
cHRIs miLleR,chris.miller_7233@example.com,53,East,76939,Berlin
boB JONes,bob.jones_4896@example.com,25,,"$43,081",Berlin
JAne DaviS,jane.davis_9638@example.com,18,,117742,Toronto
ChriS sMiTh,chris.smith_1068@example.com,56,,95257,London
MIKE dAviS,mike.davis_7130@example.com,58,,72844,New York
aNna BrOwN,anna.brown_9119@example.com,58,South,86765,Toronto
emiLy JoHnSon,emily.johnson_1176@example.com,52,South,32664,Mumbai
cHris jOnEs,chris.jones_7695@example.com,30,West,115368,London
CHRiS GARcia,chris.garcia_4697@example.com,20,,117897,Toronto
eMilY garciA,emily.garcia_3903@example.com,21,South,96234,Sydney
emILY JOHnSON,emily.johnson_5690@example.com,44,North,102126,Bangalore
ALICe mIlleR,alice.miller_8035@example.com,33,,40417,New York
jaNE mILLEr,jane.miller_3543@example.com,23,West,34912,Sydney
AnNa GArcIa,anna.garcia_9729@example.com,47,North,34862,Berlin
ALICe WIllIAMS,alice.williams_9778@example.com,29,East,67557,Berlin
emILY Johnson,emily.johnson_8847@example.com,35,South,105295,Bangalore
EmiLY daViS,emily.davis_2090@example.com,40,South,51871,Sydney
aNnA mILlEr,anna.miller_8464@example.com,30,,30342,Bangalore
AnnA broWn,anna.brown_6398@example.com,48,North,30936,London
JanE WILLiAMs,jane.williams_1589@example.com,18,South,113546,Bangalore
ALiCe bROwn,alice.brown_6037@example.com,40,South,57282,New York
ChrIS BROWn,chris.brown_6784@example.com,49,,75414 USD,Mumbai
EmILY garcIA,emily.garcia_8348@example.com,23,North,69409,Mumbai
EmIlY JoHnSon,emily.johnson_1825@example.com,60,North,34113,Mumbai
Anna bRoWn,anna.brown_8960@example.com,52,South,60462,Tokyo
BoB joneS,bob.jones_5901@example.com,50,,82415,Tokyo
cHRIs JohNson,chris.johnson_6891@example.com,50,,57321,Tokyo
johN jOHnsoN,john.johnson_7495@example.com,47 years,South,99469,Berlin
ChriS WilLIAmS,chris.williams_3093@example.com,26,South,115169,Berlin
JaNE JOHnSon,jane.johnson_7728@example.com,37,West,115382,Mumbai
janE SMITh,jane.smith_2060@example.com,50,West,68460,London
ChRiS smitH,chris.smith_3079@example.com,49,,68114,Sydney
ANNA BROWN,anna.brown_4223@example.com,41,North,88587,Sydney
jane Smith,jane.smith_8507@example.com,33,,105918,New York
BOB SMIth,bob.smith_7597@example.com,39,,98287,Sydney
aNna SMiTh,anna.smith_9169@example.com,53,South,53973,Toronto
EMIly MiLlER,emily.miller_4386@example.com,31,East,117411,Sydney
chrIs JoNeS,chris.jones_5493@example.com,21,West,88446,Bangalore
ALICE milleR,alice.miller_2094@example.com,19,,61780,Sydney
chris DAvIs,chris.davis_4679@example.com,44,,63849,Toronto
eMIly dAvis,emily.davis_3929@example.com,46,,103286,Tokyo
boB WiLlIamS,bob.williams_6933@example.com,30,North,58967,Bangalore
cHrIs BroWn,chris.brown_2887@example.com,46,,97886,Mumbai
AlicE willIAmS,alice.williams_9297@example.com,52,North,33763,Sydney
mIke JOhnsoN,mike.johnson_3776@example.com,60,West,52545 USD,Bangalore
MIke JOhNsoN,mike.johnson_7874@example.com,38,North,75398,Toronto
alICE WIlLIams,alice.williams_3928@example.com,36,,114605,Toronto
alIce gArcIa,alice.garcia_2640@example.com,25,North,98169,Bangalore
mIKe JoHnSON,mike.johnson_5947@example.com,40,,64891,Sydney
aNnA gaRcIA,anna.garcia_7764@example.com,53,,105730,London
JANe BRowN,jane.brown_3371@example.com,20 years,East,113169,Berlin
BOB milleR,bob.miller_3128@example.com,37,West,48819,Toronto
chRiS SMIth,chris.smith_3755@example.com,53,,76953,Berlin
jOHN jOHNsoN,john.johnson_9650@example.com,44,South,85703,London
aLIce DAviS,alice.davis_3302@example.com,19,North,80860,Sydney
CHRIS daVis,chris.davis_2508@example.com,18,East,58498,Bangalore
MIkE JoNeS,mike.jones_2584@example.com,31,North,110678,Berlin
Bob wILLIAms,bob.williams_1010@example.com,29,East,44011,Bangalore
mIkE BrOwN,mike.brown_7811@example.com,56,,109624,Sydney
MiKE Johnson,mike.johnson_1747@example.com,47,,44894,Mumbai
mIKE WIllIaMs,mike.williams_4444@example.com,49,East,68337,Tokyo
CHRis SMITH,chris.smith_9855@example.com,19,South,107188,Toronto
jANE dAvIS,jane.davis_2691@example.com,25,,106162,Mumbai
joHN wILlIamS,john.williams_3257@example.com,28,East,41598,Sydney
jaNe wiLLIAMs,jane.williams_8763@example.com,37,,62359,Mumbai
mIKe GArCIa,mike.garcia_4206@example.com,21,West,88373 USD,London
jane DAVis,jane.davis_3648@example.com,55,East,100071,Toronto
ANnA dAVIS,anna.davis_4936@example.com,56,,61748,London
alicE DavIS,alice.davis_1550@example.com,18,,72712,Berlin
ALIcE mILlEr,alice.miller_8293@example.com,48,,51590,Toronto
jOHN sMiTH,john.smith_9241@example.com,48,West,117783,Bangalore
JOHN mIllER,john.miller_5297@example.com,26,South,65344,New York
chRIS wilLIAms,chris.williams_5178@example.com,34,,36759 USD,New York
chRiS Davis,chris.davis_8644@example.com,47,North,39441,Tokyo
aNNa gArciA,anna.garcia_1005@example.com,43,South,58806,Berlin
jOHn JohNsOn,john.johnson_4991@example.com,47,,104555,Toronto
ALIcE bRoWn,alice.brown_8511@example.com,40,East,56581,Bangalore
ANNA joHnsOn,anna.johnson_3875@example.com,25,West,75929,Mumbai
ALice BroWN,alice.brown_1024@example.com,54,,106510,Sydney
Emily millER,emily.miller_8456@example.com,29,,113634,Tokyo
bob daVis,bob.davis_1647@example.com,46,,108829,Tokyo
eMIly JOhnSon,emily.johnson_9008@example.com,43,North,92434,Mumbai
emilY JonES,emily.jones_5153@example.com,53,,38585,Tokyo
MIkE BRowN,mike.brown_8733@example.com,25,East,40465,Sydney
BOb MilLer,bob.miller_9106@example.com,34,North,115217,Mumbai
Jane DAVIs,jane.davis_3608@example.com,45,North,36823,Bangalore
emIlY bROWN,emily.brown_5002@example.com,24,West,116227,Mumbai
AlIce MiLLeR,alice.miller_1969@example.com,34,West,31658,New York
joHn GArCIa,john.garcia_6530@example.com,34,,30246,Sydney
ALicE Jones,alice.jones_9802@example.com,45,East,38382,Sydney
jOHN jonES,john.jones_5194@example.com,40,,71145,Berlin
jOHN williAMS,john.williams_9355@example.com,39,East,116921,London
JANe joneS,jane.jones_4419@example.com,25,,96448,Toronto
emIly JOHnSon,emily.johnson_6622@example.com,23,,114558,Tokyo
janE MiLleR,jane.miller_9496@example.com,37,South,58499,Tokyo
AnNa JohnsOn,anna.johnson_9477@example.com,48,,117112 USD,Toronto
mike BROwn,mike.brown_2402@example.com,59,,75855,Bangalore
jOhn JOnEs,john.jones_3447@example.com,21,West,95317,Bangalore
bob jONEs,bob.jones_1577@example.com,28,South,50530,Toronto
bOB bROwN,bob.brown_3802@example.com,36,East,67701,Toronto
CHriS smITh,chris.smith_4667@example.com,31,East,"$102,997",Bangalore
mike willIamS,mike.williams_5385@example.com,38,,31118,New York
cHrIs WilliaMS,chris.williams_8434@example.com,26,East,83343,Berlin
jOHN JoHNsOn,john.johnson_6973@example.com,20,,99216,London
chRIS mILLEr,chris.miller_8331@example.com,55,,43293,Tokyo
mIKe gARCIa,mike.garcia_8185@example.com,45,,91832,Bangalore
alice GaRcia,alice.garcia_4832@example.com,21,West,105566,Berlin
aLIce JOHnSon,alice.johnson_7222@example.com,33,North,31619 USD,Tokyo
aNNa BrOwn,anna.brown_1010@example.com,49,,67021,Berlin
ANna JOHNsOn,anna.johnson_5974@example.com,31,South,114325,Sydney
ALICE BrOwN,alice.brown_7570@example.com,32,West,98493,Toronto
jane JOHnSON,jane.johnson_6536@example.com,32,,46290,Bangalore
CHriS bRoWN,chris.brown_5819@example.com,25,West,82752,Toronto
aLiCE GarCia,alice.garcia_4230@example.com,19,,97076,Berlin
emily jOHnsON,emily.johnson_9172@example.com,43,,101169,Sydney
joHN MillER,john.miller_8652@example.com,51,North,42389,Sydney
chrIs jOhnSon,chris.johnson_3152@example.com,43,West,83593 USD,London
JANe joneS,jane.jones_1850@example.com,37,East,"$84,025",Sydney
cHRIs WilLiams,chris.williams_1413@example.com,50,West,97455,Toronto
miKE jOhnsOn,mike.johnson_4336@example.com,39,East,45949 USD,Sydney
aNnA GARCia,anna.garcia_2876@example.com,53,North,68119,Bangalore
EMILy brOWN,emily.brown_5803@example.com,39,West,39081,Bangalore
anna bRown,anna.brown_1947@example.com,59,North,116684,Sydney
aLICE gARCia,alice.garcia_8247@example.com,46,West,54036,Bangalore
emilY Brown,emily.brown_6963@example.com,50,East,46460,New York
cHrIS gaRCIA,chris.garcia_6259@example.com,60,East,37475,Tokyo
JANe wILliaMS,jane.williams_2971@example.com,44,South,94438,Mumbai
AlIce DAvIs,alice.davis_7218@example.com,45,West,45393,Tokyo
john gaRcia,john.garcia_2987@example.com,24,,88725,Tokyo
jOHn gArcia,john.garcia_3360@example.com,57,East,95453,Berlin
MIKE WilLiAMs,mike.williams_6187@example.com,34,,69181,London
emiLY WiLLIAMS,emily.williams_5475@example.com,55,North,"$59,674",Bangalore
jane jonEs,jane.jones_4222@example.com,55,,91150,London
Jane mIlLEr,jane.miller_3558@example.com,25,South,46719,London
chRIs wIlLIAms,chris.williams_4439@example.com,52,East,89626 USD,London
mIkE wILliamS,mike.williams_6762@example.com,36,West,41062 USD,Toronto
ALICE jOhnSoN,alice.johnson_2175@example.com,60,,81708,Berlin
BOb dAVis,bob.davis_9376@example.com,30,South,87089,New York
EMiLY BRowN,emily.brown_7243@example.com,20,South,116024,Berlin
EMILY joNeS,emily.jones_2397@example.com,32,,66516,London
joHn mIller,john.miller_5106@example.com,54,,117931 USD,London
BOb BROWn,bob.brown_4525@example.com,24 years,,48595,Mumbai
AnNa BRoWN,anna.brown_6750@example.com,46,South,100805,Toronto
ChrIs davis,chris.davis_8413@example.com,49,South,116361,Tokyo
jOhN Davis,john.davis_4783@example.com,26,East,41554,Toronto
JohN SMiTH,john.smith_8008@example.com,33,North,48507,Berlin
miKE jones,mike.jones_2289@example.com,19,,113018,Tokyo
JanE GarcIA,jane.garcia_6321@example.com,23,West,79581,Bangalore
MIKE milLer,mike.miller_3160@example.com,32,,39130,Toronto
eMILY mIlLer,emily.miller_6310@example.com,30,,119024,Bangalore
ALicE sMITH,alice.smith_1360@example.com,42,,32171,Berlin
Bob SmITH,bob.smith_2700@example.com,50,,43331,Toronto
anNa WiLlIams,anna.williams_5679@example.com,31,South,86012,Bangalore
eMIlY SMiTh,emily.smith_6304@example.com,31,North,37168,London
jOhN jOHNSON,john.johnson_8494@example.com,25,East,107926,London
janE GARciA,jane.garcia_1505@example.com,54,West,36483,Mumbai
bOb DAviS,bob.davis_5985@example.com,37,,75604,New York
ChrIs SMItH,chris.smith_8128@example.com,42,East,110370,Berlin
jAne GaRCia,jane.garcia_7240@example.com,27,North,94548,Sydney
chris SmITh,chris.smith_4646@example.com,26,North,118608,London
BOB jONeS,bob.jones_1201@example.com,40,North,32731,Bangalore
EmiLY wILLIAMS,emily.williams_1999@example.com,19,East,81233,Mumbai
EMiLy JONEs,emily.jones_7904@example.com,34,,52748,New York
JAne brOwN,jane.brown_7410@example.com,22,,82748,Mumbai
aNNa WILLiaMs,anna.williams_3938@example.com,22,,62841,Berlin
MIke bROWn,mike.brown_1066@example.com,59,East,52251,Bangalore
ChRIs Smith,chris.smith_6667@example.com,55,North,"$35,759",Toronto
ANna JOnes,anna.jones_2241@example.com,26,South,53869,Berlin
aLiCE bRoWn,alice.brown_6443@example.com,47,,63680,Toronto
JaNE wILLIams,jane.williams_7801@example.com,47,West,108804,Toronto
bOB WillIaMS,bob.williams_3145@example.com,51,North,40261,Berlin
mIke wIllIaMs,mike.williams_6911@example.com,41,West,68786,Sydney
bOb JOhnsOn,bob.johnson_5479@example.com,32,West,34693,Bangalore
ALicE WIllIAMs,alice.williams_6199@example.com,53,North,58278,Toronto
emily BROWN,emily.brown_9588@example.com,21,,97682,Toronto
CHRIs davis,chris.davis_2612@example.com,20,South,81592,Bangalore
joHn WilliaMs,john.williams_2672@example.com,58 years,,95750,London
annA joNeS,anna.jones_5777@example.com,32,,"$49,853",Berlin
bOB WiLlIAMS,bob.williams_8963@example.com,18,East,104179,Sydney
ALIce BROWn,alice.brown_5536@example.com,23,West,40864,Toronto
john dAVIs,john.davis_9722@example.com,27,,70524,Toronto
joHn gArcIa,john.garcia_1666@example.com,47,,52740,Berlin
AnNa sMiTH,anna.smith_7168@example.com,50,,"$93,380",London
mIKe JoNEs,mike.jones_6174@example.com,56,,115624,Berlin
AlIcE dAvIS,alice.davis_6864@example.com,32,North,59696,Sydney
aNNA JoHnsoN,anna.johnson_8411@example.com,30,North,75931,Bangalore
aLICe SMIth,alice.smith_9187@example.com,24,East,35969,Berlin
MIKe MiLLeR,mike.miller_8112@example.com,55,West,53537,Sydney
aNNA BrOwn,anna.brown_8961@example.com,58 years,,39544,Toronto
MIKe daVis,mike.davis_9300@example.com,23,South,73742,Bangalore
JAne JoNes,jane.jones_4239@example.com,42 years,East,87919 USD,Berlin
johN JonES,john.jones_7206@example.com,18,,76205,Tokyo
JoHn JOnes,john.jones_9761@example.com,32,West,74828,Bangalore
emILy brOwN,emily.brown_3441@example.com,55,North,106822,Mumbai
bOB BRown,bob.brown_6272@example.com,33,East,74172,Bangalore
AlIcE JONEs,alice.jones_9438@example.com,45 years,,45874,London
EmIly Davis,emily.davis_7655@example.com,43,West,87417,Tokyo
AnnA JohNSON,anna.johnson_7386@example.com,33,North,56563 USD,Mumbai
ChRIs WiLLiamS,chris.williams_4339@example.com,22,South,66547,Tokyo
mIke GarCIA,mike.garcia_1321@example.com,32,South,33876,London
emily DAVIS,emily.davis_7756@example.com,37,South,75720,Tokyo
jANe davIS,jane.davis_5561@example.com,58,South,44229,Tokyo
mIkE sMITh,mike.smith_6522@example.com,54,South,119297,Berlin
mIke JOnEs,mike.jones_7267@example.com,42,East,119190,London
